"","name_of_sat","country_of_contractor","users","purpose","class_of_orbit","launch_site","GEO","LEO","MEO","Guiana","Baikonur","Cape","Vandenberg","Xichang","Commercial","Government","Military","Civil","Communication","EObs","TechDev","GPS","SpScience","TechDemo","Martime"
"1","AAUSat-4","Denmark","Civil","Earth Observation","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2","ABS-2","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"3","ABS-2A","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"4","ABS-3","USA","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"5","ABS-3A","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"6","ABS-4","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"7","ABS-6","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"8","ABS-7","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"9","USA 139","USA","Military","Earth Observation","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10","USA 171","USA","Military","Earth Observation","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"11","USA 202","USA","Military","Earth Observation","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"12","USA 223","USA","Military","Earth Observation","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"13","USA 237","USA","Military","Earth Observation","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"14","USA 268","USA","Military","Earth Observation","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"15","USA 235","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"16","USA 246","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"17","Aeneas","USA","Government","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"18","Aerocube 4.5A","USA","Commercial","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"19","Aerocube 4.5B","USA","Commercial","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"20","Aerocube 5A","USA","Commercial","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"21","Aerocube 5B","USA","Commercial","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"22","Aerocube 5C","USA","Commercial","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"23","Aerocube 6A","USA","Commercial","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"24","Aerocube 6B","USA","Commercial","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"25","Aerocube 7A","USA","Commercial","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"26","Aerocube 8A","USA","Commercial","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"27","Aerocube 8B","USA","Commercial","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"28","Eutelsat 28B","France","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"29","Afristar","France","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"30","AIM","USA","Government","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"31","AISat-1","Germany","Government","Communications","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"32","AISSat-1","Canada","Government","Communications","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"33","AISSat-2","Norway/Canada","Government","Communications","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"34","AIST-1","Russia","Civil","Technology Development","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"35","AIST-2","Russia","Civil","Technology Development","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"36","ALiCE","USA","Military","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"37","Alphasat I-XL","France/UK/Germany/Spain","Commercial/Government","Communications/Technology Development","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
"38","Alsat-2A","France/UK/Germany/Spain","Government","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"39","Amazonas-1","France/UK/Germany/Spain","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"40","Amazonas-2","France/UK/Germany/Spain","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"41","Amazonas-3","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"42","Amazonas-4A","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"43","AMC-1","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"44","AMC-10","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"45","AMC-11","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"46","AMC-15","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"47","AMC-16","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"48","AMC-18","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"49","AMC-2","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"50","AMC-21","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"51","AMC-3","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"52","AMC-4","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"53","AMC-6","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"54","AMC-7","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"55","AMC-8","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"56","AMC-9","France","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"57","Amos 2","Israel","Military/Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"58","Amos 3","Israel","Military/Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"59","Amos 4","Israel","Military/Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"60","Amos 5","Russia","Military/Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"61","Amsat-Oscar 7","USA","Civil","Communications","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"62","Anik F1","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"63","Anik F1R","France/UK/Germany/Spain","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"64","Anik F2","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"65","Anik F3","France/UK/Germany/Spain","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"66","Anik G1","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"67","AntelSat","Uruguay","Civil","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"68","AprizeSat 1","Argentina","Commercial","Communications/Technology Development","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"69","AprizeSat 10","USA","Commercial","Communications/Maritime Tracking","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"70","AprizeSat 2","Argentina","Commercial","Communications/Technology Development","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"71","AprizeSat 3","USA","Commercial","Communications/Maritime Tracking","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"72","AprizeSat 4","USA","Commercial","Communications/Maritime Tracking","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"73","AprizeSat 5","USA","Commercial","Communications","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"74","AprizeSat 7","USA","Commercial","Communications","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"75","AprizeSat 8","USA","Commercial","Communications/Maritime Tracking","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"76","AprizeSat 9","USA","Commercial","Communications/Maritime Tracking","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"77","Apstar 1A","USA","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"78","Apstar 6","France","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"79","Apstar 7","France/Italy","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"80","Apstar 9","China","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"81","Apstar 9A","USA","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"82","Arabsat 5C","France","Government","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"83","Arabsat 7F","USA/Canada","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"84","ARC-1","USA","Civil","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"85","ArSat 1","Argentina","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"86","ArSat 2","Argentina","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"87","Advanced Data Relay and Technology Mission Satellite (Artemis)","Italy","Commercial/Government","Communications/Technology Development","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
"88","AsiaSat-3S","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"89","AsiaSat-4","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"90","AsiaSat-5","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"91","AsiaSat-6","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"92","AsiaSat-7","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"93","AsiaSat-8","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"94","AsiaStar","France","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"95","ASNARO-1","Japan","Government","Earth Observation","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"96","Astra 1D","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"97","Astra 1F","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"98","Astra 1G","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"99","Astra 1H","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"100","Astra 1KR","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"101","Astra 1L","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"102","Astra 1M","France","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
